Name,Symbol
Longview Acquisition Corp. Units each consisting of one share of Class A common stock and one-third of one warrant,LGVW.U
Longview Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A common stock each at an exercise price of $11.50 per share,LGVW.WS
Laboratory Corporation of America Holdings Common Stock,LH
LHC Group Common Stock,LHCG
L3Harris Technologies Inc. Common Stock,LHX
Li Auto Inc. American Depositary Shares,LI
aTyr Pharma Inc. Common Stock,LIFE
Lennox International Inc. Common Stock,LII
Liberty Latin America Ltd. Class A Common Stock,LILA
Liberty Latin America Ltd. Class C Common Stock,LILAK
Linde plc Ordinary Share,LIN
Lincoln Educational Services Corporation Common Stock,LINC
Lindblad Expeditions Holdings Inc. Common Stock,LIND
Linx S.A. American Depositary Shares each representing one common share,LINX
LiqTech International Inc. Common Stock,LIQT
LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,LITB
Lumentum Holdings Inc. Common Stock,LITE
Emles @Home ETF,LIV
Live Ventures Incorporated Common Stock,LIVE
LIV Capital Acquisition Corp. Class A Ordinary Shares,LIVK
LIV Capital Acquisition Corp. Unit,LIVKU
LIV Capital Acquisition Corp. Warrant,LIVKW
LivaNova PLC Ordinary Shares,LIVN
LiveXLive Media Inc. Common Stock,LIVX
Lixte Biotechnology Holdings Inc. Common Stock,LIXT
Lixte Biotechnology Holdings Inc. Warrants,LIXTW
LIZHI INC. American Depositary Shares,LIZI
La Jolla Pharmaceutical Company Common Stock,LJPC
Luokung Technology Corp Ordinary Shares,LKCO
Lakeland Financial Corporation Common Stock,LKFN
LKQ Corporation Common Stock,LKQ
Lumber Liquidators Holdings Inc Common Stock,LL
Lianluo Smart Limited Class A Common Stock,LLIT
Limelight Networks Inc. Common Stock,LLNW
Eli Lilly and Company Common Stock,LLY
LeMaitre Vascular Inc. Common Stock,LMAT
Limbach Holdings Inc. Common Stock,LMB
LM Funding America Inc. Common Stock,LMFA
Lemonade Inc. Common Stock,LMND
Liminal BioSciences Inc. Common Shares,LMNL
Limoneira Co Common Stock,LMNR
Luminex Corporation Common Stock,LMNX
LMP Automotive Holdings Inc. Common Stock,LMPX
Landmark Infrastructure Partners LP Common Units,LMRK
Landmark Infrastructure Partners LP 7% Series C Fltg/Fxd Perpetual Conv Preferred Stock,LMRKN
Landmark Infrastructure Partners LP Perpetual Preferred Units Series B 7.90%,LMRKO
Landmark Infrastructure Partners LP 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,LMRKP
Limestone Bancorp Inc. Common Stock,LMST
Lockheed Martin Corporation Common Stock,LMT
LINE Corporation American Depositary Shares (each representing one share of Common Stock),LN
Lincoln National Corporation Common Stock,LNC
Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),LND
Landec Corporation Common Stock (DE),LNDC
L&amp;F Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant,LNFA.U
Cheniere Energy Inc. Common Stock,LNG
Lindsay Corporation Common Stock,LNN
LENSAR Inc. Common Stock,LNSR
Alliant Energy Corporation Common Stock,LNT
Lantheus Holdings Inc. Common Stock,LNTH
Longevity Acquisition Corporation Ordinary Shares,LOAC
Longevity Acquisition Corporation Right,LOACR
Longevity Acquisition Corporation Units,LOACU
Longevity Acquisition Corporation Warrant,LOACW
Live Oak Acquisition Corp. Common Stock,LOAK
Live Oak Acquisition Corp. Units each consisting of one share of Common Stock and three-fourths of one Redeemable Warrant to purchase one share of Common Stock,LOAK.U
Live Oak Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,LOAK.WS
Manhattan Bridge Capital Inc,LOAN
Live Oak Bancshares Inc. Common Stock,LOB
El Pollo Loco Holdings Inc. Common Stock,LOCO
Comstock Mining Inc. Common Stock,LODE
LogicBio Therapeutics Inc. Common Stock,LOGC
Logitech International S.A. Ordinary Shares,LOGI
Live Oak Acquisition Corp. II Units each consisting of one share of Class A common stock and one-third of one redeemable warrant,LOKB.U
Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,LOMA
Loop Industries Inc. Common Stock,LOOP
Grand Canyon Education Inc. Common Stock,LOPE
Loral Space and Communications Inc. Common Stock,LORL
Spark Networks Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share),LOV
The Lovesac Company Common Stock,LOVE
Lowe's Companies Inc. Common Stock,LOW
Lipocine Inc. Common Stock,LPCN
Dorian LPG Ltd. Common Stock,LPG
Laredo Petroleum Inc. Common Stock,LPI
LG Display Co Ltd AMERICAN DEPOSITORY SHARES,LPL
LPL Financial Holdings Inc. Common Stock,LPLA
Open Lending Corporation Class A Common Stock,LPRO
LivePerson Inc. Common Stock,LPSN
LightPath Technologies Inc. Class A Common Stock,LPTH
Leap Therapeutics Inc. Common Stock,LPTX
Louisiana-Pacific Corporation Common Stock,LPX
Liquidia Corporation Common Stock,LQDA
Liquidity Services Inc. Common Stock,LQDT
Lam Research Corporation Common Stock,LRCX
Larimar Therapeutics Inc. Common Stock,LRMR
K12 Inc Common Stock,LRN
LifeSci Acquisition Corp. Common Stock,LSAC
LifeSci Acquisition Corp. Unit 1 COM & 1 WT,LSACU
LifeSci Acquisition Corp. Warrant,LSACW
LifeSci Acquisition II Corp. Common Stock,LSAQ
Lake Shore Bancorp Inc. Common Stock,LSBK
Lattice Semiconductor Corporation Common Stock,LSCC
Laird Superfood Inc. Common Stock,LSF
Life Storage Inc. Common Stock,LSI
Lightspeed POS Inc. Subordinate Voting Shares,LSPD
Landstar System Inc. Common Stock,LSTR
Liberty Media Corporation Series A Liberty SiriusXM Common Stock,LSXMA
Liberty Media Corporation Series B Liberty SiriusXM Common Stock,LSXMB
Liberty Media Corporation Series C Liberty SiriusXM Common Stock,LSXMK
Lightbridge Corporation Common Stock,LTBR
LTC Properties Inc. Common Stock,LTC
Livent Corporation Common Stock,LTHM
Lantern Pharma Inc. Common Stock,LTRN
Liberty TripAdvisor Holdings Inc. Series A Common Stock,LTRPA
Liberty TripAdvisor Holdings Inc. Series B Common Stock,LTRPB
Lantronix Inc. Common Stock,LTRX
Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,LU
Luby's Inc. Common Stock,LUB
lululemon athletica inc. Common Stock,LULU
CenturyLink Inc. d/b/a Lumen Technologies Inc. Common Stock,LUMN
Lumos Pharma Inc. Common Stock,LUMO
Luna Innovations Incorporated Common Stock,LUNA
Pulmonx Corporation Common Stock,LUNG
Southwest Airlines Company Common Stock,LUV
Lux Health Tech Acquisition Corp. Units,LUXAU
Emles Trust Emles Luxury Goods ETF,LUXE
Las Vegas Sands Corp. Common Stock,LVS
Lamb Weston Holdings Inc. Common Stock ,LW
Lifeway Foods Inc. Common Stock,LWAY
LexinFintech Holdings Ltd. American Depositary Shares,LX
Lixiang Education Holding Co. Ltd. American Depositary Shares,LXEH
Luxfer Holdings PLC Ordinary Shares,LXFR
Lexington Realty Trust Common Stock,LXP
Lexington Realty Trust,LXP.PRC
Lexicon Pharmaceuticals Inc. Common Stock,LXRX
LSB Industries Inc. Common Stock,LXU
LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),LYB
2ndVote Life Neutral Plus ETF,LYFE
Lyft Inc. Class A Common Stock,LYFT
Lloyds Banking Group Plc American Depositary Shares,LYG
Dragon Victory International Limited Ordinary Shares,LYL
Lyra Therapeutics Inc. Common Stock,LYRA
LSI Industries Inc. Common Stock,LYTS
Live Nation Entertainment Inc. Common Stock,LYV
La-Z-Boy Incorporated Common Stock,LZB
Macy's Inc Common Stock,M
Mastercard Incorporated Common Stock,MA
Mid-America Apartment Communities Inc. Common Stock,MAA
Mid-America Apartment Communities Inc.,MAA.PRI
Montes Archimedes Acquisition Corp. Class A Common Stock,MAAC
Montes Archimedes Acquisition Corp. Unit,MAACU
Montes Archimedes Acquisition Corp. Warrant,MAACW
Macerich Company (The) Common Stock,MAC
Merrimack Pharmaceuticals Inc. Common Stock,MACK
Mallard Acquisition Corp. Common stock,MACU
Mallard Acquisition Corp. Unit,MACUU
Mallard Acquisition Corp. Warrant,MACUW
MAG Silver Corporation Ordinary Shares,MAG
Magal Security Systems Ltd. Ordinary Shares,MAGS
Main Street Capital Corporation Common Stock,MAIN
ManpowerGroup Common Stock,MAN
Manhattan Associates Inc. Common Stock,MANH
ManTech International Corporation Common Stock $0.01 Par Value,MANT
Manchester United Ltd. Class A Ordinary Shares,MANU
Marriott International Class A Common Stock,MAR
Marathon Patent Group Inc. Common Stock,MARA
Remark Holdings Inc. Common Stock,MARK
Remark Holdings Inc.,MARKP
Marine Petroleum Trust Units of Beneficial Interest,MARPS
Masco Corporation Common Stock,MAS
Masimo Corporation Common Stock,MASI
Mattel Inc. Common Stock,MAT
Matthews International Corporation Class A Common Stock,MATW
Matson Inc. Common Stock,MATX
Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest,MAV
MediaAlpha Inc. Class A Common Stock,MAX
Maxeon Solar Technologies Ltd. Ordinary Shares,MAXN
Maxar Technologies Inc.,MAXR
J. W. Mays Inc. Common Stock,MAYS
VanEck Vectors Moody's Analytics BBB Corporate Bond ETF,MBBB
Middlefield Banc Corp. Common Stock,MBCN
MBIA Inc. Common Stock,MBI
Marrone Bio Innovations Inc. Common Stock,MBII
Merchants Bancorp Common Stock,MBIN
Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,MBINO
Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,MBINP
Mustang Bio Inc. Common Stock,MBIO
Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,MBNKP
Microbot Medical Inc. Common Stock,MBOT
Moleculin Biotech Inc. Common Stock,MBRX
Mobile TeleSystems PJSC,MBT
Malibu Boats Inc. Class A Common Stock,MBUU
Mercantile Bank Corporation Common Stock,MBWM
Moelis & Company Class A Common Stock,MC
Blackrock MuniYield California Quality Fund Inc. Common Stock,MCA
Mountain Crest Acquisition Corp. Common Stock,MCAC
Mountain Crest Acquisition Corp. Right,MCACR
Mountain Crest Acquisition Corp Unit,MCACU
Metropolitan Bank Holding Corp. Common Stock,MCB
Macatawa Bank Corporation Common Stock,MCBC
MetroCity Bankshares Inc. Common Stock,MCBS
Medley Capital Corporation Common Stock,MCC
McDonald's Corporation Common Stock,MCD
Mid-Con Energy Partners LP Common Units,MCEP
Contango Oil & Gas Company Common Stock (TX),MCF
McAfee Corp. Class A Common Stock,MCFE
MasterCraft Boat Holdings Inc. Common Stock,MCFT
Microchip Technology Incorporated Common Stock,MCHP
Marchex Inc. Class B Common Stock,MCHX
Barings Corporate Investors Common Stock,MCI
McKesson Corporation Common Stock,MCK
Merida Merger Corp. I Common Stock,MCMJ
Merida Merger Corp. I Warrant,MCMJW
Madison Covered Call & Equity Strategy Fund Common Stock,MCN
Moody's Corporation Common Stock,MCO
MFS Charter Income Trust Common Stock,MCR
Seres Therapeutics Inc. Common Stock,MCRB
Monarch Casino & Resort Inc. Common Stock,MCRI
Marcus Corporation (The) Common Stock,MCS
Medley Capital Corporation 6.125% Senior Notes due 2023,MCV
Mercury General Corporation Common Stock,MCY
Mednax Inc. Common Stock,MD
MongoDB Inc. Class A Common Stock,MDB
M.D.C. Holdings Inc. Common Stock,MDC
MDC Partners Inc. CL A Subordinate Voting Shares,MDCA
Madrigal Pharmaceuticals Inc. Common Stock,MDGL
Medigus Ltd. American Depositary Shares,MDGS
Medigus Ltd. Series C Warrant,MDGSW
Mediaco Holding Inc. Class A Common Stock ,MDIA
MDJM LTD Ordinary Share,MDJH
Medallia Inc. Common Stock,MDLA
Medley LLC 7.25% Notes due 2024,MDLQ
Medley LLC 6.875% Senior Notes due 2026,MDLX
Medley Management Inc. Class A Common Stock,MDLY
Mondelez International Inc. Class A Common Stock,MDLZ
Medicenna Therapeutics Corp. Common Shares,MDNA
Meredith Corporation Common Stock,MDP
Medalist Diversified REIT Inc. Common Stock,MDRR
Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,MDRRP
Allscripts Healthcare Solutions Inc. Common Stock,MDRX
Medtronic plc. Ordinary Shares,MDT
MDU Resources Group Inc. Common Stock (Holding Company),MDU
MedAvail Holdings Inc. Common Stock,MDVL
MediWound Ltd. Ordinary Shares,MDWD
MiMedx Group Inc Common Stock,MDXG
Mayville Engineering Company Inc. Common Stock,MEC
MEDIFAST INC Common Stock,MED
Medpace Holdings Inc. Common Stock,MEDP
Trxade Group Inc. Common Stock,MEDS
Montrose Environmental Group Inc. Common Stock,MEG
Methode Electronics Inc. Common Stock,MEI
MEI Pharma Inc. Common Stock,MEIP
MercadoLibre Inc. Common Stock,MELI
Blackrock MuniEnhanced Fund Inc Common Stock,MEN
Methanex Corporation Common Stock,MEOH
Merrill Lynch & Co. Inc.,MER.PRK
Mercer International Inc. Common Stock,MERC
Mesa Air Group Inc. Common Stock,MESA
Mesoblast Limited American Depositary Shares,MESO
MetLife Inc. Common Stock,MET
MetLife Inc.,MET.PRA
MetLife Inc.,MET.PRE
MetLife Inc.,MET.PRF
Ramaco Resources Inc. Common Stock,METC
Meten EdtechX Education Group Ltd. Ordinary Shares,METX
Meten EdtechX Education Group Ltd. Warrant,METXW
MFA Financial Inc.,MFA
MFA Financial Inc.,MFA.PRB
MFA Financial Inc.,MFA.PRC
Megalith Financial Acquisition Corp. Class A Common Stock,MFAC
Megalith Financial Acquisition Corp. Units each consisting of one share of Class A common stock $0.0001 par value and one redeemable warrant,MFAC.U
Megalith Financial Acquisition Corp. Warrants each warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,MFAC.WS
Manulife Financial Corporation Common Stock,MFC
Macquarie First Trust Global Common Stock,MFD
Mizuho Financial Group Inc. Sponosred ADR (Japan),MFG
Micro Focus Intl PLC ADS each representing One Ord Sh,MFGP
Mercurity Fintech Holding Inc. ADS,MFH
Medallion Financial Corp. Common Stock,MFIN
Medallion Financial Corp. 9.000% Notes due 2021,MFINL
Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,MFL
MFS Municipal Income Trust Common Stock,MFM
Motley Fool Small-Cap Growth ETF,MFMS
Mackinac Financial Corporation Common Stock,MFNC
MFA Financial Inc. 8.00% Senior Notes due 2042,MFO
Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest,MFT
MFS Special Value Trust Common Stock,MFV
Mistras Group Inc Common Stock,MG
Magna International Inc. Common Stock,MGA
MGE Energy Inc,MGEE
Miragen Therapeutics Inc. Common Stock,MGEN
MFS Government Markets Income Trust Common Stock,MGF
Moneygram International Inc. Common Stock,MGI
Magic Software Enterprises Ltd. Ordinary Shares,MGIC
Magellan Health Inc. Common Stock,MGLN
MGM Resorts International Common Stock,MGM
Magnite Inc. Common Stock,MGNI
MacroGenics Inc. Common Stock,MGNX
MGM Growth Properties LLC Class A common shares representing limited liability company interests,MGP
MGP Ingredients Inc.,MGPI
Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,MGR
Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,MGRB
McGrath RentCorp Common Stock,MGRC
Magenta Therapeutics Inc. Common Stock,MGTA
MeiraGTx Holdings plc Ordinary Shares,MGTX
Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,MGU
Magnolia Oil & Gas Corporation Class A Common Stock,MGY
Magyar Bancorp Inc. Common Stock,MGYR
Maiden Holdings Ltd.,MH.PRA
Maiden Holdings Ltd.,MH.PRC
Maiden Holdings Ltd.,MH.PRD
Blackrock MuniHoldings Fund Inc. Common Stock,MHD
BlackRock Massachusetts Tax-Exempt Trust,MHE
Western Asset Municipal High Income Fund Inc. Common Stock,MHF
Mastech Digital Inc Common Stock,MHH
Pioneer Municipal High Income Trust Common Shares of Beneficial Interest,MHI
Mohawk Industries Inc. Common Stock,MHK
Maiden Holdings Ltd. 6.625% Notes due 2046,MHLA
Maiden Holdings Ltd.,MHLD
Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,MHN
Maiden Holdings North America Ltd. 7.75% Notes due 2043,MHNC
M/I Homes Inc. Common Stock,MHO
Macquarie Infrastructure Corporation Common Stock,MIC
MICT Inc. Common Stock,MICT
Middleby Corporation (The) Common Stock,MIDD
Cohen & Steers MLP Income and Energy Opportunity Fund Inc. Common Stock,MIE
VanEck Vectors Moody's Analytics IG Corporate Bond ETF,MIG
The Michaels Companies Inc. Common Stock,MIK
Mimecast Limited Ordinary Shares,MIME
MFS Intermediate Income Trust Common Stock,MIN
MIND Technology Inc. Common Stock (DE),MIND
MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),MINDP
Mirum Pharmaceuticals Inc. Common Stock,MIRM
Milestone Pharmaceuticals Inc. Common Shares,MIST
Mitek Systems Inc. Common Stock,MITK
Stealth BioTherapeutics Corp. ADS,MITO
AG Mortgage Investment Trust Inc. Common Stock,MITT
AG Mortgage Investment Trust Inc.,MITT.PRA
AG Mortgage Investment Trust Inc.,MITT.PRB
AG Mortgage Investment Trust Inc.,MITT.PRC
MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,MIXT
Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,MIY
McCormick & Company Incorporated Common Stock,MKC
McCormick & Company Incorporated Common Stock,MKC.V
Molecular Data Inc. American Depositary Shares,MKD
Monaker Group Inc. Common Stock,MKGI
Markel Corporation Common Stock,MKL
MKS Instruments Inc. Common Stock,MKSI
MarketAxess Holdings Inc. Common Stock,MKTX
Mesa Laboratories Inc. Common Stock,MLAB
Malacca Straits Acquisition Company Limited Class A Ordinary Shares,MLAC
Malacca Straits Acquisition Company Limited Units,MLACU
Malacca Straits Acquisition Company Limited Warrants,MLACW
Melco Resorts & Entertainment Limited American Depositary Shares,MLCO
Herman Miller Inc. Common Stock,MLHR
Mueller Industries Inc. Common Stock,MLI
Martin Marietta Materials Inc. Common Stock,MLM
Millendo Therapeutics Inc. Common Stock,MLND
Maui Land & Pineapple Company Inc. Common Stock,MLP
Miller Industries Inc. Common Stock,MLR
Milestone Scientific Inc. Common Stock,MLSS
Malvern Bancorp Inc. Common Stock,MLVF
MMA Capital Holdings Inc. Common Stock,MMAC
Marsh & McLennan Companies Inc. Common Stock,MMC
MainStay MacKay DefinedTerm Municipal Opportunities Fund,MMD
Marcus & Millichap Inc. Common Stock,MMI
Martin Midstream Partners L.P. Limited Partnership,MMLP
3M Company Common Stock,MMM
Magellan Midstream Partners L.P. Limited Partnership,MMP
Maximus Inc. Common Stock,MMS
Merit Medical Systems Inc. Common Stock,MMSI
MFS Multimarket Income Trust Common Stock,MMT
Western Asset Managed Municipals Fund Inc. Common Stock,MMU
Maverix Metals Inc. Common Shares,MMX
MakeMyTrip Limited Ordinary Shares,MMYT
Manning & Napier Inc. Class A Common Stock,MN
Monocle Acquisition Corporation Common Stock,MNCL
Monocle Acquisition Corporation Units,MNCLU
Monocle Acquisition Corporation Warrants,MNCLW
MIND C.T.I. Ltd. Ordinary Shares,MNDO
MannKind Corporation Common Stock,MNKD
Medicinova Inc Common Stock,MNOV
Western Asset Municipal Partners Fund Inc. Common Stock,MNP
Monopar Therapeutics Inc. Common Stock,MNPR
Monmouth Real Estate Investment Corporation Class A Common Stock,MNR
Monmouth Real Estate Investment Corporation,MNR.PRC
Brigham Minerals Inc. Class A Common Stock,MNRL
Monro Inc. Common Stock,MNRO
MainStreet Bancshares Inc. Common Stock,MNSB
MainStreet Bancshares Inc. Depositary Shares,MNSBP
MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,MNSO
Monster Beverage Corporation,MNST
Manitex International Inc. Common Stock,MNTX
Altria Group Inc.,MO
Modine Manufacturing Company Common Stock,MOD
Model N Inc. Common Stock,MODN
MidWestOne Financial Gp Common Stock,MOFG
Moog Inc. Class A Common Stock,MOG.A
Moog Inc. Class B Common Stock,MOG.B
Mogo Inc. Common Shares,MOGO
MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),MOGU
Molina Healthcare Inc Common Stock,MOH
ECMOHO Limited American Depositary Shares,MOHO
Momo Inc. American Depositary Shares,MOMO
MorphoSys AG American Depositary Shares,MOR
Morphic Holding Inc. Common Stock,MORF
Morningstar Inc. Common Stock,MORN
Mosaic Company (The) Common Stock,MOS
MoSys Inc. Common Stock,MOSY
Motion Acquisition Corp.,MOTN
Motion Acquisition Corp. Unit,MOTNU
Motion Acquisition Corp.,MOTNW
Motus GI Holdings Inc. Common Stock,MOTS
Motive Capital Corp,MOTV.U
Movado Group Inc. Common Stock,MOV
Moxian Inc. Common Stock,MOXC
MP Materials Corp. Common Stock,MP
MP Materials Corp. Warrants,MP.WS
Blackrock MuniYield Pennsylvania Quality Fund Common Stock,MPA
Motorcar Parts  of America Inc. Common Stock,MPAA
Mid Penn Bancorp Common Stock,MPB
Marathon Petroleum Corporation Common Stock,MPC
MultiPlan Corporation Class A Common Stock,MPLN
MultiPlan Corporation Warrants,MPLN.WS
MPLX LP Common Units Representing Limited Partner Interests,MPLX
Barings Participation Investors Common Stock,MPV
Medical Properties Trust Inc. common stock,MPW
Monolithic Power Systems Inc. Common Stock,MPWR
Marine Products Corporation Common Stock,MPX
Blackrock MuniYield Quality Fund II Inc. Common Stock,MQT
Blackrock MuniYield Quality Fund Inc. Common Stock,MQY
Everspin Technologies Inc. Common Stock,MRAM
Meridian Corporation Common Stock,MRBK
MRC Global Inc. Common Stock,MRC
Monroe Capital Corporation Common Stock,MRCC
Monroe Capital Corporation 5.75% Notes due 2023,MRCCL
Mercury Systems Inc Common Stock,MRCY
Mereo BioPharma Group plc American Depositary Shares,MREO
Marin Software Incorporated Common Stock,MRIN
Merck & Company Inc. Common Stock (new),MRK
Marker Therapeutics Inc. Common Stock,MRKR
Marlin Business Services Corp. Common Stock,MRLN
Moderna Inc. Common Stock,MRNA
Marinus Pharmaceuticals Inc. Common Stock,MRNS
Marathon Oil Corporation Common Stock,MRO
Agility Shares Managed Risk ETF,MRSK
Mersana Therapeutics Inc. Common Stock,MRSN
Marten Transport Ltd. Common Stock,MRTN
Mirati Therapeutics Inc. Common Stock,MRTX
Merus N.V. Common Shares,MRUS
Maravai LifeSciences Holdings Inc. Class A Common Stock,MRVI
Marvell Technology Group Ltd. Common Stock,MRVL
Morgan Stanley Common Stock,MS
Morgan Stanley,MS.PRA
Morgan Stanley,MS.PRE
Morgan Stanley,MS.PRF
Morgan Stanley,MS.PRI
Morgan Stanley,MS.PRK
Morgan Stanley,MS.PRL
MSA Safety Incorporated Common Stock,MSA
Mesabi Trust Common Stock,MSB
Midland States Bancorp Inc. Common Stock,MSBI
Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,MSC
MSCI Inc Common Stock,MSCI
Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,MSD
Middlesex Water Company Common Stock,MSEX
Microsoft Corporation Common Stock,MSFT
Madison Square Garden Entertainment Corp. Class A Common Stock ,MSGE
MSG Networks Inc. Common Stock,MSGN
Madison Square Garden Sports Corp. Class A Common Stock (New),MSGS
Motorola Solutions Inc. Common Stock,MSI
MSC Industrial Direct Company Inc. Common Stock,MSM
Emerson Radio Corporation Common Stock,MSN
MISONIX Inc. Common Stock (DE),MSON
Datto Holding Corp. Common Stock,MSP
LHA Market State Tactical Beta ETF,MSTB
MicroStrategy Incorporated Common Stock Class A,MSTR
Mid-Southern Bancorp Inc. Common Stock,MSVB
LHA Market State Alpha Seeker ETF,MSVX
Arcelor Mittal NY Registry Shares NEW,MT
Metalla Royalty & Streaming Ltd. Common Shares,MTA
M&T Bank Corporation Common Stock,MTB
MTBC Inc. Common Stock,MTBC
MTBC Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,MTBCP
MMTec Inc. Common Shares,MTC
Match Group Inc. Common Stock,MTCH
ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,MTCN
Metacrine Inc. Common Stock,MTCR
Mettler-Toledo International Inc. Common Stock,MTD
Matador Resources Company Common Stock,MTDR
Molecular Templates Inc. Common Stock,MTEM
Mannatech Incorporated Common Stock,MTEX
MGIC Investment Corporation Common Stock,MTG
Meritage Homes Corporation Common Stock,MTH
Mechel PAO American Depositary Shares (Each rep. 1 common shares),MTL
Mechel PAO,MTL.PR
Materialise NV American Depositary Shares,MTLS
Vail Resorts Inc. Common Stock,MTN
Matinas Biopharma Holdings Inc. Common Stock,MTNB
Meritor Inc. Common Stock,MTOR
Midatech Pharma PLC American Depositary Shs,MTP
Mesa Royalty Trust Common Stock,MTR
Materion Corporation,MTRN
Matrix Service Company Common Stock,MTRX
MTS Systems Corporation Common Stock,MTSC
MACOM Technology Solutions Holdings Inc. Common Stock,MTSI
MER Telemanagement Solutions Ltd. Common Shares,MTSL
Western Asset Municipal Defined Opportunity Trust Inc Common Stock,MTT
Manitowoc Company Inc. (The) Common Stock,MTW
Minerals Technologies Inc. Common Stock,MTX
MasTec Inc. Common Stock,MTZ
Micron Technology Inc. Common Stock,MU
Blackrock MuniAssets Fund Inc Common Stock,MUA
Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,MUC
Mudrick Capital Acquisition Corporation II Unit,MUDSU
Blackrock MuniHoldings Quality Fund II Inc. Common Stock,MUE
Mitsubishi UFJ Financial Group Inc. Common Stock,MUFG
Blackrock MuniHoldings Fund II Inc. Common Stock,MUH
Blackrock Muni Intermediate Duration Fund Inc Common Stock,MUI
Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,MUJ
Murphy Oil Corporation Common Stock,MUR
Blackrock MuniHoldings Quality Fund Inc Common Stock,MUS
Murphy USA Inc. Common Stock,MUSA
McEwen Mining Inc. Common Stock,MUX
MVB Financial Corp. Common Stock,MVBF
MVC Capital Inc. Common Stock,MVC
MVC Capital Inc. 6.25% Senior Notes due 2022,MVCD
Blackrock MuniVest Fund Inc. Common Stock,MVF
MicroVision Inc. Common Stock,MVIS
Mavenir plc Class A Ordinary Shares,MVNR
MV Oil Trust Units of Beneficial Interests,MVO
Blackrock MuniVest Fund II Inc.  Common Stock,MVT
MUELLER WATER PRODUCTS Common Stock,MWA
Mohawk Group Holdings Inc. Common Stock,MWK
MagnaChip Semiconductor Corporation Depositary Shares each representing one share of common stock,MX
Mexco Energy Corporation Common Stock,MXC
Mexico Equity and Income Fund Inc. (The) Common Stock,MXE
Mexico Fund Inc. (The) Common Stock,MXF
Maxim Integrated Products Inc. Common Stock,MXIM
MaxLinear Inc. Common Stock,MXL
Blackrock MuniYield California Fund Inc. Common Stock,MYC
Blackrock MuniYield Fund Inc.  Common Stock,MYD
Myers Industries Inc. Common Stock,MYE
Blackrock MuniYield Investment Fund Common Stock,MYF
First Western Financial Inc. Common Stock,MYFW
Myriad Genetics Inc. Common Stock,MYGN
Blackrock MuniYield Quality Fund III Inc Common Stock,MYI
Blackrock MuniYield New Jersey Fund Inc Common Stock,MYJ
Blackrock MuniYield New York Quality Fund Inc.Common Stock,MYN
Myomo Inc. Common Stock,MYO
Myovant Sciences Ltd. Common Shares,MYOV
MYR Group Inc. Common Stock,MYRG
My Size Inc. Common Stock,MYSZ
Urban Tea Inc. Ordinary Shares,MYT
Blackrock MuniYield Arizona Fund Inc. Common Stock,MZA
Nuveen California Quality Municipal Income Fund,NAC
Nuveen Quality Municipal Income Fund Common Stock,NAD
Natural Alternatives International Inc. Common Stock,NAII
Northern Dynasty Minerals Ltd. Common Stock,NAK
Naked Brand Group Limited Ordinary Shares,NAKD
Nuveen New York Quality Municipal Income Fund Common Stock,NAN
NanoVibronix Inc. Common Stock,NAOV
Innovator Nasdaq-100 Power Buffer ETF - April,NAPR
Inari Medical Inc. Common Stock,NARI
Nordic American Tankers Limited Common Stock,NAT
Nathan's Famous Inc. Common Stock,NATH
